Trade type 	 High Value Prob 	 Low Value Prob
Open 		 0.5000 		 0.5000
Sell 		 0.4000 		 0.6000
Sell 		 0.3077 		 0.6923
Sell 		 0.2286 		 0.7714
Sell 		 0.1649 		 0.8351
Sell 		 0.1164 		 0.8836
Sell 		 0.0807 		 0.9193
Sell 		 0.0553 		 0.9447
Sell 		 0.0376 		 0.9624
Sell 		 0.0254 		 0.9746
Sell 		 0.0170 		 0.9830
Sell 		 0.0114 		 0.9886
