Trade type 	 High Value Prob 	 Low Value Prob
Open		0.5		0.5
Buy		0.6		0.4
Buy		0.81818		0.18182
Buy		0.93103		0.06897
Sell		0.81818		0.18182
Sell		0.6		0.4
Buy		0.81818		0.18182
Buy		0.93103		0.06897
Sell		0.81818		0.18182
Buy		0.93103		0.06897
Buy		0.9759		0.0241
Sell		0.93103		0.06897
Buy		0.9759		0.0241
Sell		0.93103		0.06897
Sell		0.81818		0.18182
Buy		0.93103		0.06897
Sell		0.81818		0.18182
